retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Temp,Humidity
-9.714285714,-0.714285714,-10.28571429,-21.71428571,-7.285714286,5,9,73.71428571
-9.428571429,-0.428571429,-10.14285714,-21.57142857,-7.428571429,5,9.171428571,71
-9.571428571,-0.571428571,-10,-21.57142857,-7.428571429,4.857142857,9.314285714,73.14285714
-9.142857143,-0.285714286,-8.857142857,-21.28571429,-7.714285714,4.857142857,10,70.85714286
-9.142857143,-0.285714286,-10.14285714,-21.42857143,-7.714285714,4.857142857,10.24285714,69.71428571
-9.285714286,-0.714285714,-11.57142857,-21.57142857,-7.857142857,4.857142857,10.07142857,68.42857143
-8.714285714,-0.285714286,-13,-21.28571429,-8,4.857142857,9.314285714,65.42857143
-8.571428571,-0.142857143,-14.42857143,-21.14285714,-8,4.857142857,8.571428571,62.85714286
-8.714285714,-0.428571429,-15.57142857,-21.28571429,-8,4.857142857,7.857142857,58.57142857
-8.571428571,-0.142857143,-16.71428571,-21.28571429,-8,5,7.271428571,55.14285714
-8.714285714,-0.142857143,-18.42857143,-21.42857143,-7.571428571,5,6.471428571,52
-8.714285714,0,-20.14285714,-21.71428571,-7.428571429,5,5.685714286,48.14285714
-8.142857143,0.714285714,-19.85714286,-21.57142857,-7.428571429,5,5.228571429,45
-8.142857143,0.571428571,-19.14285714,-21.71428571,-7.428571429,5,5.157142857,47.28571429
-7.428571429,1.142857143,-18,-21.57142857,-7.428571429,4.857142857,5.6,48.85714286
-6.142857143,2.285714286,-18.28571429,-21.57142857,-7.571428571,4.857142857,6.128571429,50.85714286
-5.571428571,3,-18.42857143,-21.71428571,-7.857142857,5,6.5,50.42857143
-6,3,-18.28571429,-21.85714286,-7.714285714,5,6.585714286,50.85714286
-6.428571429,3,-18.14285714,-21.85714286,-7.428571429,5.142857143,7.071428571,52.85714286
-4,4.285714286,-17.85714286,-22.71428571,-10,5.714285714,7.528571429,57.42857143
-0.857142857,6.428571429,-16.71428571,-25,-15.85714286,7.285714286,7.971428571,58.14285714
1,8.428571429,-19.57142857,-28.57142857,-23.85714286,9.714285714,7.857142857,60.14285714
-0.285714286,9.142857143,-20.42857143,-33.71428571,-33.28571429,12.85714286,7.2,57
-5.857142857,2.571428571,-18.85714286,-40,-43.85714286,16.42857143,6.585714286,55.71428571
-8.142857143,-0.571428571,-19.28571429,-43,-51.71428571,17.85714286,6.357142857,56
-10,-2.857142857,-19.85714286,-44.28571429,-55.28571429,18.28571429,5.771428571,55
-11.28571429,-4.142857143,-19.14285714,-45.57142857,-57.71428571,19.28571429,5.385714286,52.14285714
-14.85714286,-6.571428571,-21.28571429,-44.57142857,-53.71428571,18.57142857,5,52.28571429
-18.14285714,-9,-19.57142857,-42.14285714,-46.28571429,16.57142857,4.771428571,53
-19.85714286,-11.57142857,-19.85714286,-38.28571429,-37.28571429,14,5.185714286,54.85714286
-17.28571429,-6.857142857,-23.28571429,-33.42857143,-27.14285714,10.85714286,4.9,55.14285714
-17.14285714,-5,-24.71428571,-32.71428571,-20.28571429,10.14285714,4.628571429,52
-16.57142857,-3.714285714,-25,-33.42857143,-17.85714286,10,4.471428571,50.85714286
-17.57142857,-4.285714286,-25.71428571,-36.14285714,-20.28571429,10.85714286,3.971428571,50.14285714
-19.85714286,-5.285714286,-27.85714286,-36.14285714,-19,10.57142857,3.6,50.28571429
-20.85714286,-5.857142857,-27.71428571,-36.28571429,-18.85714286,10.57142857,3.671428571,49
-21,-5.857142857,-25.85714286,-36.42857143,-18.85714286,10.28571429,3.9,50.14285714
-20.71428571,-5.571428571,-24.71428571,-36.57142857,-18.85714286,10,4.5,53.85714286
-20.42857143,-5.428571429,-22.85714286,-36.42857143,-18.71428571,9.571428571,5.514285714,58.14285714
-21.14285714,-6,-23.28571429,-37,-19,9.571428571,6.014285714,59.28571429
-23.71428571,-6.714285714,-24.57142857,-33.85714286,-12.28571429,7.428571429,6.3,62.14285714
-23.71428571,-6.857142857,-23.14285714,-34.42857143,-12.71428571,7.285714286,6.442857143,58.14285714
-23.71428571,-7,-23.14285714,-34.85714286,-13.14285714,7.285714286,6.171428571,54.85714286
-23.71428571,-7.142857143,-23.28571429,-35,-13.42857143,7.285714286,5.728571429,54.57142857
-24,-7.571428571,-24,-35.14285714,-13.57142857,7.428571429,6.028571429,51.71428571
-24.42857143,-8.142857143,-28.57142857,-35.57142857,-14.28571429,7.857142857,5.514285714,55.14285714
-25,-8.714285714,-32.14285714,-36,-14.57142857,8.142857143,5.257142857,61.28571429
-24.28571429,-8,-31.14285714,-35.71428571,-14.57142857,8.142857143,5.728571429,62.28571429
-23.85714286,-7.571428571,-30.71428571,-35.42857143,-14.42857143,8.142857143,6.171428571,67
-24,-7.714285714,-31.57142857,-35.57142857,-14.42857143,8.285714286,7.085714286,70.85714286
-24.14285714,-7.857142857,-33.14285714,-35.71428571,-14.42857143,8.428571429,7.028571429,74.42857143
-24,-7.714285714,-33.28571429,-35.71428571,-14.28571429,8.428571429,6.542857143,75.28571429
-23,-6.571428571,-29.28571429,-35,-13.71428571,8.142857143,6.214285714,68.28571429
-21.57142857,-5.142857143,-23.71428571,-33.71428571,-12.85714286,7.714285714,6.371428571,60.71428571
-22,-5.571428571,-25,-33.85714286,-12.71428571,7.714285714,6.314285714,58.28571429
-21.71428571,-4.428571429,-25.57142857,-33.85714286,-12.57142857,7.714285714,6.5,57.42857143
-21.85714286,-4.714285714,-24.85714286,-33.71428571,-12.42857143,7.571428571,5.914285714,53.71428571
-21.85714286,-4.714285714,-24.14285714,-33.57142857,-12.42857143,7.571428571,6.285714286,48.57142857
-21.57142857,-4.285714286,-22.71428571,-33.42857143,-12.42857143,7.428571429,6.542857143,48.42857143
-21.42857143,-4.142857143,-20.71428571,-33,-12.42857143,7.285714286,7.228571429,51.14285714
-21.57142857,-4.285714286,-19.85714286,-32.85714286,-12.71428571,7.285714286,7.871428571,52.14285714
-21.57142857,-4.428571429,-19.42857143,-32.71428571,-12.71428571,7.285714286,7.714285714,49.85714286
-21.57142857,-5.571428571,-18.57142857,-32.57142857,-12.71428571,7.142857143,7.128571429,44.85714286
-20.42857143,-4.571428571,-17.71428571,-32,-12.57142857,6.857142857,7.2,45.71428571
-17.42857143,-3.714285714,-13.57142857,-34.28571429,-18.71428571,8.428571429,7.442857143,46
-17,-3.571428571,-13.28571429,-34,-18.85714286,8.428571429,7.542857143,46.42857143
